It's ridiculous,,,RT @ThatGuyTiisetso: #redoctober making people so emotional its crazy	0
This #RedOctober shit is just the beginning of what's gonna happen after Mandela passes	0
You can't be supporting #RedOctober mr white man if your maid / cook / helper is black she gon poison yo food just chill	0
#3 READ IT !!! Proves #REDOCTOBER was not for racist reasons!! Drop the shit people lets make our country for every1 http://t.co/4Ddxrf0ijn	0
#RedOctober is disgusting. Racist fools; a movement driven by haggard Afrikaans singers trying to sell CDs. Gullible folks supporting it.	0
@mynameisjerm it's no coincident that #RedOctober commemorates menstrual cycle, give them time to mourn the bloodshed	0
White privilege means never having your intelligence or integrity questioned. Not having to work hard enough for your position. #RedOctober	0
What we did: Beat Greinke and Kershaw  What we need to do: Win two more  #Cardinals #RedOctober	0
THAT'S A WINNER! @Cardinals #GoCards #RedOctober #NLCS @TrevRosenthal is the man!	0
Life is good with the Samford bulldogs pulling off a big win and the Cardinals leading 2-0 in the NLCS!!! #RedOctober ’¢ÎÎ_’ÀÎÙÎ’¢Î_’ÀÎÙÎ#BowWow ’çÙÎæ’çÙŠ—ÈŠÜ¢	0
Enough said @Know: Racism &amp; homophobia is linked to having a lower IQ. #RedOctober	0
RT @ComicalTshepo: Can the #RedOctober marchers also cc the etolls on their placards and chants. Can't waste a good crowd.	0
RT @interesting_f: A fire in Australia has been burning for more than 5,000 years! #interesting #didyouknow	0
RT @ThabsMotswalz: Pam says EFF is the black version of #RedOctober hahaha	0
RT @Hannatwiets: Sorry @etvSA !! You slammed our PEACEFUL #RedOctober march but gave #EFF your green light and exposure for being a blatant’¢ŠäŒÎ_	0
’¢ŠäŒ–@DeepFriedMan: That awkward moment when the EFF and the #RedOctober protestors realise they have matching wardrobes.’¢ŠäŒÎ Hahaha	0
EFF launches today #redOctober http://t.co/l1IjQcH3VT cc @LiShH_2908 &amp; @slindelo ...	0
Lol, red october ne? RT @Sox_M: Looks like anotha Black Idol year #RedOctober	0
3,035th White Farmer Shot Dead in South Africa in Front of Wife http://t.co/dqDX8G1CA3 via @WhiteResister #SA #SaveTheBoer #RedOctober	0
The most homesick I get is during #redoctober ’¢ÎÎ_’ÀÎÙÎ’¢Î_’ÀÎÙÎ	0
RT @_sWALK: #XXLU WAS JUST A TASTE ....  #CARDINALSTOCK’äÎ¾ N #REDOCTOBER  WILL BE X3	0
RT @LookAtLolly: My birthday wednesday #Cardinalstock Thursday #DiamondsInYoFaceX Friday #RedOctober Saturday #Lamarhomecoming2013	0
#RedOctober,, &amp;&amp; My BDay,, Was Sup Doee,,	0
TIL Burning Mountain in Australia is the site of a coal fire which has been burning for 6,000 years. http://t.co/pVVQB9sWfN	0
RT @Trevornoah: And so it ends. #RedOctober march is abandoned after mother nature turns skies of Johannesburg black.  #ThatsAllFolks	0
RT @SAfmRadio: #MorningTalk Rowena Baird chats #RedOctober with Sunette Bridges, Red October organiser.	0
RT @mailandguardian: Is #RedOctober an attempt to steal black people’¢ŠäŒŠÜ¢s pain and to de-historicise racism?http://t.co/81t2YbQvix	0
RT @XxN3RDxX: #RedOctober was the beginning, now it's moved out of the basement, it's called Project Mayhem.	0
RT @XxN3RDxX: #RedOctober was the beginning, now it's moved out of the basement, it's called Project Mayhem.	0
@Trevornoah u still think #RedOctober was an over-reaction? Easy to make fun of a minority, easy to kill them too http://t.co/9P0xhiNrZp	0
Stop crime against white people! We don't care about crime against Black, Asian, Indian, Coloured people! - #RedOctober	0
RT @King_Jones5: PSA: LAMAR UNIVERSITY!!!  YOUR 2 MAJOR HOMECOMING EVENTS  #CARDINALSTOCK &amp; #REDOCTOBER http://t.co/G5lfcbduJ8	0
Lol #Redoctober :'D RT@19Mfundo_SwenGk: These white dudes gunnin for black girls...must be nice	0
RT @Get_On_Jay: Y'all see the #RedOctober ’çÙê¾ all down y'all TL ! Don't miss out this Saturday at Club Bed	0
Counting down till the cardinals game! #Anxious #CardinalNation #RedOctober	0
RT @lookAtCRAIG: Ima miss #CardinalStock gotta work but ... #DiamondsInYOFace &amp; #RedOctober &amp; #NothingWasTheSame innat hoe !!!!! ’çÙŠ—…Î’çÙ“_	0
Let's goooo! @Cardinals #redoctober	0
http://t.co/rBxjobnqxO #RedOctober	0
RT @WillMoney513: #RedOctober w/ @JGWildboyz @BiZDaTroof @DLMrGrownMan @DNiceWildboyTvP in #ATL w/ @xsquaddjCeo @WillMoney513 @djheavyd htt’¢ŠäŒÎ_	0
RT @Naamannn: ’¢ŠäŒ–@6shotRugaRell_: A la Chels ! Is yu twerking for #RedOctober @call_me_CHELSS’¢ŠäŒÎ #JustWaitOnIt	0
RT @Anton_Taylor: They've taken my 'White Genocide' video off the #RedOctober FB group. Please feel free to re-post :) http://t.co/5nIFLJSz’¢ŠäŒÎ_	0
For the rest of the month in gonna be on Kanye's hype and buy Kith Mercer pants #RedOctober	0
RT @AJEnglish: On @AJStream 1930GMT: White plight in South Africa? #RedOctober claims of white oppression reignite racism debate | http://t’¢ŠäŒÎ_	0
This is the week #CARDINALSTOCK 10/17 at the Warehouse and #RedOctober 10/19 at the Pavilion #TurnUp 2x	0
RT @Yours_Only: #RedOctober! ’çÙŠ—…ÎŽ This Saturday @B_E_Downtown !!! http://t.co/76oyaHKRx4	0
Friendly reminder early this morning #RedOctober http://t.co/xQ9lLKl78c	0
Man it's so easy to get dressed for work :-) #postcards #RedOctober #casualeveryday	0
RT @Vixi_Darling: Laffy!! #RedOctober	0
RT @Yours_Only: #RedOctober! ’çÙŠ—…ÎŽ This Saturday @B_E_Downtown !!! http://t.co/76oyaHKRx4	0
RT @okayafrica: Right Over Their Red Balloons: Thoughts on #RedOctober in SA. http://t.co/EbzTdMTS44	0
RT @BleekP: Get your sections now (very limited)!!!  10/19 #LUHC2K13 #RedOctober http://t.co/B58oDDrYr6	0
@Jordon_Grizz you know what I like most about you? You look good in red too. #cardinals #worldseriesbound #redoctober	0
RT @LiveTrafficSyd: SYDNEY: All s/b lanes now open on #CastlereaghSt at Park St after building fire. #BathurstSt &amp; #PittSt remain closed. h’¢ŠäŒÎ_	0
#CardsNation if you're getting tired of seeing me tweet this. An unfollow is a click away. #RedOctober	0
Feels great to be a Cardinals Fan!!! #CardinalNation #RedOctober #Winning @Cardinals	0
RT @EricaHayWood: And that's a win! 3-1 in the NLCS . Go cards! @Cardinals #stlcards  #RedOctober #CardinalNation	0
RT @narryargh: if australia and nz don't get vip tickets for the wwa tour i will honestly set fire to modest management studios	0
I love reading articles hating on the Cardinals. It makes me love them that much more. #PostCards #RedOctober #12in13	0
#AJstream I'm black, African, I understand #RedOctober and its not only happening in South Africa, with less violence though.	0
Time to bust ass the rest of the day and try to get home for the cards game #redoctober #cardinalsnation	0
RT @Fascinatingpics: A dog has risked its life to save a litter of newborn kittens from a house fire in Melbourne, Australia http://t.co/Gz’¢ŠäŒÎ_	0
RT @RedOctoberMarch: Memorandum handed to the Presidency on #RedOctober.   http://t.co/8ZGKQHTbKb	0
RT @Fascinatingpics: A dog has risked its life to save a litter of newborn kittens from a house fire in Melbourne, Australia http://t.co/Gz’¢ŠäŒÎ_	0
C'mon Cards let's go to the series! #RedOctober	0
C10 Fire Safety Engineer Sydney http://t.co/MQUw3fmKil  #ENGJobs	0
’¢ŠäŒ–@DrewConstancio: Kanye is just to real #redoctober’¢ŠäŒÎ	0
RT @GrillTeam: RT @BradTheLoveFern @GrillTeam Lookout end of Grand Parade, Mt Riverview #nswrfs http://t.co/TveRw2sphu	0
Chris O'Brien Lifehouse at #RPAH in #Sydney right now.. #SydneyFires http://t.co/sbVRAr1Ft6	0
RT @Zinathi_GQ: #RedOctober is real guys. Snaz almost got attacked in Secunda by white guys who were following her &amp; called her black bitc’¢ŠäŒÎ_	0
RT @DanniiMinogue: Sydney skies #NoFilter #Fires ’çÙŠ—ÎÇ http://t.co/TYsbRbmL3v	0
They fell for the old hyperbolic use of decimate. The house is a 100% loss. Pick up your game @ABCNews24 #nswfires	0
As a small child I loved visiting the Lithgow Workies. It's a great part of town. #NSWfires	0
RT @MertAran5: http://t.co/4Iu6zNyHze fasil ekibi  #nswfires	0
RT @Fascinatingpics: A dog has risked its life to save a litter of newborn kittens from a house fire in Melbourne, Australia http://t.co/Gz’¢ŠäŒÎ_	0
RT @mailandguardian: What is the #RedOctober movement hoping to achieve through its hate-based hodgepodge discourse? http://t.co/JaMfFLtnAd’¢ŠäŒÎ_	0
RT @ShutUpHoeFollow: @ShabazzOutchea_  THIS SATURDAY at Club B.e.D #RedOctober celebrating @Get_On_Jay x @call_me_chelss b-day #RT http://t’¢ŠäŒÎ_	0
RT @FuriousFong: Hypocrisy and deception. All in a days work for @AdamBandt and Greens http://t.co/BiXok6xnCi #auspol #nswfires	0
RT @TheMindBlowing: A dog has risked its life to save a litter of newborn kittens from a house fire in Melbourne, Australia: http://t.co/Vv’¢ŠäŒÎ_	0
’¢ŠäŒ–A dog has risked its life to save a litter of newborn kittens from a house fire in Melbourne, Australia: http://t.co/qqY8y0M8A5’¢ŠäŒÎfuckkkkkkk	0
@AdamBandt 's randt sums up the #green voter mentality. #auspol #nswfires  Pls RT Cheers http://t.co/ULXjZqnLw0	0
MT @annab4165: Thank you @AdamBandt - politicians are supposed to protect the citizenry now &amp; into the future. #nswfires @billshortenmp	0
